Year,State,Region,District,County,Condition,Population,Cases,"Rate per 100,000"
2010,Virginia,Southwestern,Pittsylvania/Danville,Pittsylvania,Varicella (Chickenpox),63506,2,3.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Campylobacteriosis,97032,6,6.2
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Cryptosporidiosis,97032,1,1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Giardiasis,97032,5,5.2
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),"Haemophilus influenzae, invasive",97032,2,2.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),"Hepatitis B, chronic",97032,5,5.2
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),"Hepatitis C, chronic",97032,66,68
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),"Lead, elevated levels",97032,3,3.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Legionellosis,97032,1,1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Listeriosis,97032,2,2.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Lyme disease,97032,2,2.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Meningococcal disease,97032,1,1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Pertussis,97032,1,1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Salmonellosis,97032,7,7.2
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Shigellosis,97032,3,3.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),"Streptococcus, Group A, invasive",97032,2,2.1
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Varicella (Chickenpox),97032,6,6.2
2010,Virginia,Southwestern,Roanoke City,Roanoke (city),Yersiniosis,97032,1,1
2010,Virginia,Southwestern,West Piedmont,Franklin,Campylobacteriosis,56159,3,5.3
2010,Virginia,Southwestern,West Piedmont,Franklin,"Haemophilus influenzae, invasive",56159,2,3.6
2010,Virginia,Southwestern,West Piedmont,Franklin,"Hepatitis B, chronic",56159,3,5.3
2010,Virginia,Southwestern,West Piedmont,Franklin,"Hepatitis C, chronic",56159,19,33.8
2010,Virginia,Southwestern,West Piedmont,Franklin,Legionellosis,56159,1,1.8
2010,Virginia,Southwestern,West Piedmont,Franklin,Pertussis,56159,1,1.8
2010,Virginia,Southwestern,West Piedmont,Franklin,Salmonellosis,56159,8,14.2
2010,Virginia,Southwestern,West Piedmont,Franklin,Shigellosis,56159,3,5.3
2010,Virginia,Southwestern,West Piedmont,Franklin,Spotted Fever Rickettsiosis (including RMSF),56159,1,1.8
2010,Virginia,Southwestern,West Piedmont,Franklin,"Streptococcus, Group A, invasive",56159,2,3.6
2010,Virginia,Southwestern,West Piedmont,Henry,Anaplasma/Ehrlichiosis,54151,1,1.8
2010,Virginia,Southwestern,West Piedmont,Henry,Campylobacteriosis,54151,5,9.2
2010,Virginia,Southwestern,West Piedmont,Henry,"Hepatitis B, chronic",54151,3,5.5
2010,Virginia,Southwestern,West Piedmont,Henry,"Hepatitis C, chronic",54151,42,77.6
2010,Virginia,Southwestern,West Piedmont,Henry,Salmonellosis,54151,5,9.2
2010,Virginia,Southwestern,West Piedmont,Henry,"Streptococcus, Group A, invasive",54151,3,5.5
2010,Virginia,Southwestern,West Piedmont,Henry,Tuberculosis,54151,2,3.7
2010,Virginia,Southwestern,West Piedmont,Henry,Varicella (Chickenpox),54151,1,1.8
2010,Virginia,Southwestern,West Piedmont,Martinsville (city),Giardiasis,13821,1,7.2
2010,Virginia,Southwestern,West Piedmont,Martinsville (city),"Hepatitis C, chronic",13821,12,86.8
2010,Virginia,Southwestern,West Piedmont,Martinsville (city),Salmonellosis,13821,1,7.2
2010,Virginia,Southwestern,West Piedmont,Patrick,Campylobacteriosis,18490,3,16.2
2010,Virginia,Southwestern,West Piedmont,Patrick,"Hepatitis C, chronic",18490,10,54.1
2010,Virginia,Southwestern,West Piedmont,Patrick,Salmonellosis,18490,1,5.4
2010,Virginia,Southwestern,West Piedmont,Patrick,Varicella (Chickenpox),18490,4,21.6
2011,Virginia,Central,Chesterfield,Chesterfield,Amebiasis,320277,1,0.3
2011,Virginia,Central,Chesterfield,Chesterfield,Anaplasma/Ehrlichiosis,320277,3,0.9
2011,Virginia,Central,Chesterfield,Chesterfield,Campylobacteriosis,320277,25,7.8
2011,Virginia,Central,Chesterfield,Chesterfield,Cryptosporidiosis,320277,3,0.9
2011,Virginia,Central,Chesterfield,Chesterfield,"Escherichia coli infection, Shiga Toxin-Producing",320277,2,0.6
2011,Virginia,Central,Chesterfield,Chesterfield,Giardiasis,320277,10,3.1
2011,Virginia,Central,Chesterfield,Chesterfield,"Haemophilus influenzae, invasive",320277,3,0.9
2011,Virginia,Central,Chesterfield,Chesterfield,Hepatitis A,320277,1,0.3
2011,Virginia,Central,Chesterfield,Chesterfield,"Hepatitis B, acute",320277,4,1.2
2011,Virginia,Central,Chesterfield,Chesterfield,"Hepatitis B, chronic",320277,45,14.1
2011,Virginia,Central,Chesterfield,Chesterfield,"Hepatitis C, chronic",320277,192,59.9
2011,Virginia,Central,Chesterfield,Chesterfield,"Lead, elevated levels",320277,7,2.2
2011,Virginia,Central,Chesterfield,Chesterfield,Legionellosis,320277,2,0.6
2011,Virginia,Central,Chesterfield,Chesterfield,Lyme disease,320277,14,4.4
2011,Virginia,Central,Chesterfield,Chesterfield,Malaria,320277,2,0.6
2011,Virginia,Central,Chesterfield,Chesterfield,Pertussis,320277,13,4.1
2011,Virginia,Central,Chesterfield,Chesterfield,Salmonellosis,320277,45,14.1
2011,Virginia,Central,Chesterfield,Chesterfield,Shigellosis,320277,2,0.6
2011,Virginia,Central,Chesterfield,Chesterfield,Spotted Fever Rickettsiosis (including RMSF),320277,16,5
2011,Virginia,Central,Chesterfield,Chesterfield,"Streptococcus pneumoniae, invasive (age lt 5)",320277,2,0.6
2011,Virginia,Central,Chesterfield,Chesterfield,"Streptococcus, Group A, invasive",320277,3,0.9
2011,Virginia,Central,Chesterfield,Chesterfield,Tuberculosis,320277,3,0.9
2011,Virginia,Central,Chesterfield,Chesterfield,Varicella (Chickenpox),320277,29,9.1
2011,Virginia,Central,Chesterfield,Chesterfield,"Vibriosis, non-cholera",320277,1,0.3
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Anaplasma/Ehrlichiosis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Campylobacteriosis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Cryptosporidiosis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Giardiasis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),"Hepatitis B, chronic",17440,11,63.1
2011,Virginia,Central,Chesterfield,Colonial Heights (city),"Hepatitis C, chronic",17440,14,80.3
2011,Virginia,Central,Chesterfield,Colonial Heights (city),"Lead, elevated levels",17440,2,11.5
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Legionellosis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Salmonellosis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Spotted Fever Rickettsiosis (including RMSF),17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Tuberculosis,17440,1,5.7
2011,Virginia,Central,Chesterfield,Colonial Heights (city),Varicella (Chickenpox),17440,2,11.5
2011,Virginia,Central,Chesterfield,Powhatan,Anaplasma/Ehrlichiosis,28110,2,7.1
2011,Virginia,Central,Chesterfield,Powhatan,Campylobacteriosis,28110,5,17.8
2011,Virginia,Central,Chesterfield,Powhatan,"Haemophilus influenzae, invasive",28110,1,3.6
2011,Virginia,Central,Chesterfield,Powhatan,"Hepatitis B, chronic",28110,6,21.3
2011,Virginia,Central,Chesterfield,Powhatan,"Hepatitis C, chronic",28110,102,362.9
2011,Virginia,Central,Chesterfield,Powhatan,Lyme disease,28110,1,3.6
2011,Virginia,Central,Chesterfield,Powhatan,Pertussis,28110,1,3.6
2011,Virginia,Central,Chesterfield,Powhatan,Salmonellosis,28110,6,21.3
2011,Virginia,Central,Chesterfield,Powhatan,Spotted Fever Rickettsiosis (including RMSF),28110,5,17.8
2011,Virginia,Central,Chesterfield,Powhatan,Varicella (Chickenpox),28110,1,3.6
2011,Virginia,Central,Chickahominy,Charles City,Campylobacteriosis,7241,1,13.8
2011,Virginia,Central,Chickahominy,Charles City,"Hepatitis C, acute",7241,1,13.8
2011,Virginia,Central,Chickahominy,Charles City,"Hepatitis C, chronic",7241,5,69.1
2011,Virginia,Central,Chickahominy,Charles City,Pertussis,7241,4,55.2
2011,Virginia,Central,Chickahominy,Charles City,Spotted Fever Rickettsiosis (including RMSF),7241,2,27.6
2011,Virginia,Central,Chickahominy,Goochland,Campylobacteriosis,21883,2,9.1
2011,Virginia,Central,Chickahominy,Goochland,"Hepatitis B, chronic",21883,1,4.6
2011,Virginia,Central,Chickahominy,Goochland,"Hepatitis C, chronic",21883,42,191.9
2011,Virginia,Central,Chickahominy,Goochland,"Lead, elevated levels",21883,1,4.6
2011,Virginia,Central,Chickahominy,Goochland,Lyme disease,21883,1,4.6
2011,Virginia,Central,Chickahominy,Goochland,Malaria,21883,1,4.6
2011,Virginia,Central,Chickahominy,Goochland,Salmonellosis,21883,5,22.8
2011,Virginia,Central,Chickahominy,Goochland,Spotted Fever Rickettsiosis (including RMSF),21883,1,4.6
2011,Virginia,Central,Chickahominy,Hanover,Anaplasma/Ehrlichiosis,100342,1,1
2011,Virginia,Central,Chickahominy,Hanover,Campylobacteriosis,100342,15,14.9
2011,Virginia,Central,Chickahominy,Hanover,Cryptosporidiosis,100342,1,1
2011,Virginia,Central,Chickahominy,Hanover,"Escherichia coli infection, Shiga Toxin-Producing",100342,6,6
2011,Virginia,Central,Chickahominy,Hanover,"Haemophilus influenzae, invasive",100342,2,2
2011,Virginia,Central,Chickahominy,Hanover,"Hepatitis B, chronic",100342,9,9
2011,Virginia,Central,Chickahominy,Hanover,"Hepatitis C, chronic",100342,75,74.7
2011,Virginia,Central,Chickahominy,Hanover,"Lead, elevated levels",100342,2,2
2011,Virginia,Central,Chickahominy,Hanover,Legionellosis,100342,1,1
2011,Virginia,Central,Chickahominy,Hanover,Lyme disease,100342,6,6
2011,Virginia,Central,Chickahominy,Hanover,Pertussis,100342,10,10
2011,Virginia,Central,Chickahominy,Hanover,Salmonellosis,100342,17,16.9
2011,Virginia,Central,Chickahominy,Hanover,Spotted Fever Rickettsiosis (including RMSF),100342,3,3
2011,Virginia,Central,Chickahominy,Hanover,"Streptococcus pneumoniae, invasive (age lt 5)",100342,1,1
2011,Virginia,Central,Chickahominy,Hanover,"Streptococcus, Group A, invasive",100342,1,1
2011,Virginia,Central,Chickahominy,Hanover,Varicella (Chickenpox),100342,13,13
2011,Virginia,Central,Chickahominy,Hanover,"Vibriosis, non-cholera",100342,1,1
2011,Virginia,Central,Chickahominy,Hanover,Yersiniosis,100342,1,1
2011,Virginia,Central,Chickahominy,New Kent,Anaplasma/Ehrlichiosis,18822,1,5.3
2011,Virginia,Central,Chickahominy,New Kent,Giardiasis,18822,1,5.3
2011,Virginia,Central,Chickahominy,New Kent,"Hepatitis B, chronic",18822,2,10.6
2011,Virginia,Central,Chickahominy,New Kent,"Hepatitis C, chronic",18822,32,170
2011,Virginia,Central,Chickahominy,New Kent,Salmonellosis,18822,1,5.3
2011,Virginia,Central,Chickahominy,New Kent,Spotted Fever Rickettsiosis (including RMSF),18822,2,10.6
2011,Virginia,Central,Chickahominy,New Kent,"Streptococcus, Group A, invasive",18822,1,5.3
2011,Virginia,Central,Crater,Dinwiddie,Campylobacteriosis,27918,3,10.7
2011,Virginia,Central,Crater,Dinwiddie,"Hepatitis B, chronic",27918,9,32.2
2011,Virginia,Central,Crater,Dinwiddie,"Hepatitis C, chronic",27918,41,146.9
2011,Virginia,Central,Crater,Dinwiddie,Lyme disease,27918,1,3.6
2011,Virginia,Central,Crater,Dinwiddie,Pertussis,27918,1,3.6
2011,Virginia,Central,Crater,Dinwiddie,Salmonellosis,27918,6,21.5
2011,Virginia,Central,Crater,Dinwiddie,Spotted Fever Rickettsiosis (including RMSF),27918,2,7.2
2011,Virginia,Central,Crater,Dinwiddie,"Streptococcus pneumoniae, invasive (age lt 5)",27918,2,7.2
2011,Virginia,Central,Crater,Dinwiddie,Varicella (Chickenpox),27918,2,7.2
2011,Virginia,Central,Crater,Emporia (city),"Hepatitis B, chronic",5871,1,17
2011,Virginia,Central,Crater,Emporia (city),"Hepatitis C, chronic",5871,1,17
2011,Virginia,Central,Crater,Emporia (city),Salmonellosis,5871,1,17
2011,Virginia,Central,Crater,Emporia (city),Tularemia,5871,1,17
2011,Virginia,Central,Crater,Greensville,Campylobacteriosis,12112,2,16.5
2011,Virginia,Central,Crater,Greensville,"Hepatitis B, chronic",12112,3,24.8
2011,Virginia,Central,Crater,Greensville,"Hepatitis C, chronic",12112,35,289
2011,Virginia,Central,Crater,Greensville,"Lead, elevated levels",12112,2,16.5
2011,Virginia,Central,Crater,Greensville,Spotted Fever Rickettsiosis (including RMSF),12112,1,8.3
2011,Virginia,Central,Crater,Hopewell (city),Anaplasma/Ehrlichiosis,22580,1,4.4
2011,Virginia,Central,Crater,Hopewell (city),Giardiasis,22580,2,8.9
2011,Virginia,Central,Crater,Hopewell (city),"Hepatitis B, chronic",22580,5,22.1
2011,Virginia,Central,Crater,Hopewell (city),"Hepatitis C, chronic",22580,27,119.6
2011,Virginia,Central,Crater,Hopewell (city),Lyme disease,22580,2,8.9
2011,Virginia,Central,Crater,Hopewell (city),Salmonellosis,22580,5,22.1
2011,Virginia,Central,Crater,Hopewell (city),Shigellosis,22580,1,4.4
2011,Virginia,Central,Crater,Hopewell (city),Spotted Fever Rickettsiosis (including RMSF),22580,1,4.4
2011,Virginia,Central,Crater,Hopewell (city),Tuberculosis,22580,2,8.9
2011,Virginia,Central,Crater,Hopewell (city),Varicella (Chickenpox),22580,3,13.3
2011,Virginia,Central,Crater,Petersburg (city),Amebiasis,32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),Anaplasma/Ehrlichiosis,32326,3,9.3
2011,Virginia,Central,Crater,Petersburg (city),Cryptosporidiosis,32326,2,6.2
2011,Virginia,Central,Crater,Petersburg (city),"Escherichia coli infection, Shiga Toxin-Producing",32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),Giardiasis,32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),"Hepatitis B, chronic",32326,10,30.9
2011,Virginia,Central,Crater,Petersburg (city),"Hepatitis C, chronic",32326,59,182.5
2011,Virginia,Central,Crater,Petersburg (city),"Lead, elevated levels",32326,6,18.6
2011,Virginia,Central,Crater,Petersburg (city),Legionellosis,32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),Pertussis,32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),Q fever,32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),Salmonellosis,32326,4,12.4
2011,Virginia,Central,Crater,Petersburg (city),Spotted Fever Rickettsiosis (including RMSF),32326,1,3.1
2011,Virginia,Central,Crater,Petersburg (city),Tuberculosis,32326,2,6.2
2011,Virginia,Central,Crater,Petersburg (city),Varicella (Chickenpox),32326,1,3.1
2011,Virginia,Central,Crater,Prince George,Anaplasma/Ehrlichiosis,36555,3,8.2
2011,Virginia,Central,Crater,Prince George,Campylobacteriosis,36555,3,8.2
2011,Virginia,Central,Crater,Prince George,Giardiasis,36555,1,2.7
2011,Virginia,Central,Crater,Prince George,"Hepatitis B, chronic",36555,5,13.7
2011,Virginia,Central,Crater,Prince George,"Hepatitis C, chronic",36555,32,87.5
2011,Virginia,Central,Crater,Prince George,"Lead, elevated levels",36555,3,8.2
2011,Virginia,Central,Crater,Prince George,Lyme disease,36555,1,2.7
2011,Virginia,Central,Crater,Prince George,Salmonellosis,36555,3,8.2
2011,Virginia,Central,Crater,Prince George,Varicella (Chickenpox),36555,6,16.4
2011,Virginia,Central,Crater,Surry,Anaplasma/Ehrlichiosis,6931,1,14.4
2011,Virginia,Central,Crater,Surry,"Hepatitis C, chronic",6931,3,43.3
2011,Virginia,Central,Crater,Surry,Pertussis,6931,1,14.4
2011,Virginia,Central,Crater,Surry,Salmonellosis,6931,1,14.4
2011,Virginia,Central,Crater,Surry,Shigellosis,6931,1,14.4
2011,Virginia,Central,Crater,Surry,Spotted Fever Rickettsiosis (including RMSF),6931,3,43.3
2011,Virginia,Central,Crater,Sussex,Campylobacteriosis,12087,1,8.3
2011,Virginia,Central,Crater,Sussex,"Hepatitis B, chronic",12087,2,16.5
2011,Virginia,Central,Crater,Sussex,"Hepatitis C, chronic",12087,21,173.7
2011,Virginia,Central,Crater,Sussex,Lyme disease,12087,1,8.3
2011,Virginia,Central,Crater,Sussex,Salmonellosis,12087,2,16.5
2011,Virginia,Central,Henrico,Henrico,Amebiasis,310445,3,1
2011,Virginia,Central,Henrico,Henrico,Anaplasma/Ehrlichiosis,310445,1,0.3
2011,Virginia,Central,Henrico,Henrico,Campylobacteriosis,310445,17,5.5
2011,Virginia,Central,Henrico,Henrico,Cryptosporidiosis,310445,7,2.3
2011,Virginia,Central,Henrico,Henrico,"Escherichia coli infection, Shiga Toxin-Producing",310445,2,0.6
2011,Virginia,Central,Henrico,Henrico,Giardiasis,310445,5,1.6
2011,Virginia,Central,Henrico,Henrico,"Haemophilus influenzae, invasive",310445,4,1.3
2011,Virginia,Central,Henrico,Henrico,Hepatitis A,310445,1,0.3
2011,Virginia,Central,Henrico,Henrico,"Hepatitis B, acute",310445,11,3.5
2011,Virginia,Central,Henrico,Henrico,"Hepatitis B, chronic",310445,80,25.8
2011,Virginia,Central,Henrico,Henrico,"Hepatitis C, acute",310445,2,0.6
2011,Virginia,Central,Henrico,Henrico,"Hepatitis C, chronic",310445,275,88.6
2011,Virginia,Central,Henrico,Henrico,"Lead, elevated levels",310445,15,4.8
2011,Virginia,Central,Henrico,Henrico,Legionellosis,310445,6,1.9
2011,Virginia,Central,Henrico,Henrico,Lyme disease,310445,7,2.3
2011,Virginia,Central,Henrico,Henrico,Malaria,310445,1,0.3
2011,Virginia,Central,Henrico,Henrico,Pertussis,310445,13,4.2
2011,Virginia,Central,Henrico,Henrico,Salmonellosis,310445,48,15.5
2011,Virginia,Central,Henrico,Henrico,Shigellosis,310445,5,1.6
2011,Virginia,Central,Henrico,Henrico,Spotted Fever Rickettsiosis (including RMSF),310445,13,4.2
2011,Virginia,Central,Henrico,Henrico,"Streptococcus, Group A, invasive",310445,6,1.9
2011,Virginia,Central,Henrico,Henrico,"Toxic-shock syndrome, streptococcal",310445,1,0.3
2011,Virginia,Central,Henrico,Henrico,Tuberculosis,310445,12,3.9
2011,Virginia,Central,Henrico,Henrico,Varicella (Chickenpox),310445,19,6.1
2011,Virginia,Central,Piedmont,Amelia,Campylobacteriosis,12805,2,15.6
2011,Virginia,Central,Piedmont,Amelia,"Hepatitis C, chronic",12805,15,117.1
2011,Virginia,Central,Piedmont,Amelia,"Lead, elevated levels",12805,1,7.8
2011,Virginia,Central,Piedmont,Amelia,Salmonellosis,12805,1,7.8
2011,Virginia,Central,Piedmont,Amelia,Spotted Fever Rickettsiosis (including RMSF),12805,3,23.4
2011,Virginia,Central,Piedmont,Buckingham,Anaplasma/Ehrlichiosis,17278,1,5.8
2011,Virginia,Central,Piedmont,Buckingham,Campylobacteriosis,17278,2,11.6
2011,Virginia,Central,Piedmont,Buckingham,Giardiasis,17278,2,11.6
2011,Virginia,Central,Piedmont,Buckingham,"Hepatitis B, chronic",17278,6,34.7
2011,Virginia,Central,Piedmont,Buckingham,"Hepatitis C, chronic",17278,43,248.9
2011,Virginia,Central,Piedmont,Buckingham,Legionellosis,17278,1,5.8
2011,Virginia,Central,Piedmont,Buckingham,Lyme disease,17278,1,5.8
2011,Virginia,Central,Piedmont,Buckingham,Salmonellosis,17278,6,34.7
2011,Virginia,Central,Piedmont,Buckingham,"Streptococcus, Group A, invasive",17278,1,5.8
2011,Virginia,Central,Piedmont,Buckingham,Varicella (Chickenpox),17278,1,5.8
2011,Virginia,Central,Piedmont,Charlotte,Anaplasma/Ehrlichiosis,12505,1,8
2011,Virginia,Central,Piedmont,Charlotte,"Haemophilus influenzae, invasive",12505,1,8
2011,Virginia,Central,Piedmont,Charlotte,"Hepatitis C, chronic",12505,9,72
2011,Virginia,Central,Piedmont,Charlotte,"Lead, elevated levels",12505,2,16
2011,Virginia,Central,Piedmont,Charlotte,Lyme disease,12505,1,8
2011,Virginia,Central,Piedmont,Charlotte,Pertussis,12505,1,8
2011,Virginia,Central,Piedmont,Charlotte,Salmonellosis,12505,9,72
2011,Virginia,Central,Piedmont,Cumberland,Campylobacteriosis,9969,2,20.1
2011,Virginia,Central,Piedmont,Cumberland,"Hepatitis C, chronic",9969,7,70.2
2011,Virginia,Central,Piedmont,Cumberland,"Lead, elevated levels",9969,1,10
2011,Virginia,Central,Piedmont,Cumberland,Pertussis,9969,1,10
2011,Virginia,Central,Piedmont,Cumberland,Salmonellosis,9969,1,10
2011,Virginia,Central,Piedmont,Cumberland,Spotted Fever Rickettsiosis (including RMSF),9969,1,10
2011,Virginia,Central,Piedmont,Cumberland,"Streptococcus, Group A, invasive",9969,1,10
2011,Virginia,Central,Piedmont,Lunenburg,Campylobacteriosis,12874,1,7.8
2011,Virginia,Central,Piedmont,Lunenburg,"Hepatitis B, chronic",12874,2,15.5
2011,Virginia,Central,Piedmont,Lunenburg,"Hepatitis C, chronic",12874,11,85.4
2011,Virginia,Central,Piedmont,Lunenburg,Lyme disease,12874,2,15.5
2011,Virginia,Central,Piedmont,Lunenburg,Salmonellosis,12874,3,23.3
2011,Virginia,Central,Piedmont,Lunenburg,Spotted Fever Rickettsiosis (including RMSF),12874,2,15.5
2011,Virginia,Central,Piedmont,Lunenburg,"Streptococcus, Group A, invasive",12874,1,7.8
2011,Virginia,Central,Piedmont,Lunenburg,Varicella (Chickenpox),12874,1,7.8
2011,Virginia,Central,Piedmont,Nottoway,Anaplasma/Ehrlichiosis,15840,2,12.6
2011,Virginia,Central,Piedmont,Nottoway,Campylobacteriosis,15840,3,18.9
2011,Virginia,Central,Piedmont,Nottoway,"Haemophilus influenzae, invasive",15840,1,6.3
2011,Virginia,Central,Piedmont,Nottoway,"Hepatitis B, acute",15840,1,6.3
2011,Virginia,Central,Piedmont,Nottoway,"Hepatitis B, chronic",15840,4,25.3
2011,Virginia,Central,Piedmont,Nottoway,"Hepatitis C, chronic",15840,45,284.1
2011,Virginia,Central,Piedmont,Nottoway,Lyme disease,15840,1,6.3
2011,Virginia,Central,Piedmont,Nottoway,Salmonellosis,15840,3,18.9
2011,Virginia,Central,Piedmont,Nottoway,Spotted Fever Rickettsiosis (including RMSF),15840,4,25.3
2011,Virginia,Central,Piedmont,Prince Edward,Anaplasma/Ehrlichiosis,23343,1,4.3
2011,Virginia,Central,Piedmont,Prince Edward,Campylobacteriosis,23343,4,17.1
2011,Virginia,Central,Piedmont,Prince Edward,"Escherichia coli infection, Shiga Toxin-Producing",23343,1,4.3
2011,Virginia,Central,Piedmont,Prince Edward,"Hepatitis B, acute",23343,1,4.3
2011,Virginia,Central,Piedmont,Prince Edward,"Hepatitis B, chronic",23343,7,30
2011,Virginia,Central,Piedmont,Prince Edward,"Hepatitis C, acute",23343,1,4.3
2011,Virginia,Central,Piedmont,Prince Edward,"Hepatitis C, chronic",23343,15,64.3
2011,Virginia,Central,Piedmont,Prince Edward,Lyme disease,23343,3,12.9
2011,Virginia,Central,Piedmont,Prince Edward,Salmonellosis,23343,3,12.9
2011,Virginia,Central,Piedmont,Prince Edward,Spotted Fever Rickettsiosis (including RMSF),23343,2,8.6
2011,Virginia,Central,Piedmont,Prince Edward,Varicella (Chickenpox),23343,1,4.3
2011,Virginia,Central,Richmond City,Richmond (city),Campylobacteriosis,205533,12,5.8
2011,Virginia,Central,Richmond City,Richmond (city),Cryptosporidiosis,205533,1,0.5
2011,Virginia,Central,Richmond City,Richmond (city),"Escherichia coli infection, Shiga Toxin-Producing",205533,3,1.5
2011,Virginia,Central,Richmond City,Richmond (city),Giardiasis,205533,4,1.9
2011,Virginia,Central,Richmond City,Richmond (city),"Haemophilus influenzae, invasive",205533,4,1.9
2011,Virginia,Central,Richmond City,Richmond (city),"Hepatitis B, acute",205533,12,5.8
2011,Virginia,Central,Richmond City,Richmond (city),"Hepatitis B, chronic",205533,56,27.2
2011,Virginia,Central,Richmond City,Richmond (city),"Hepatitis C, acute",205533,1,0.5
2011,Virginia,Central,Richmond City,Richmond (city),"Hepatitis C, chronic",205533,265,128.9
2011,Virginia,Central,Richmond City,Richmond (city),"Lead, elevated levels",205533,44,21.4
2011,Virginia,Central,Richmond City,Richmond (city),Legionellosis,205533,5,2.4
2011,Virginia,Central,Richmond City,Richmond (city),Lyme disease,205533,2,1
2011,Virginia,Central,Richmond City,Richmond (city),Malaria,205533,2,1
2011,Virginia,Central,Richmond City,Richmond (city),Pertussis,205533,11,5.4
2011,Virginia,Central,Richmond City,Richmond (city),Salmonellosis,205533,25,12.2
2011,Virginia,Central,Richmond City,Richmond (city),Shigellosis,205533,3,1.5
2011,Virginia,Central,Richmond City,Richmond (city),Spotted Fever Rickettsiosis (including RMSF),205533,2,1
2011,Virginia,Central,Richmond City,Richmond (city),"Streptococcus pneumoniae, invasive (age lt 5)",205533,1,0.5
2011,Virginia,Central,Richmond City,Richmond (city),"Streptococcus, Group A, invasive",205533,6,2.9
2011,Virginia,Central,Richmond City,Richmond (city),Tuberculosis,205533,8,3.9
2011,Virginia,Central,Richmond City,Richmond (city),Varicella (Chickenpox),205533,3,1.5
2011,Virginia,Central,Richmond City,Richmond (city),West Nile infection,205533,2,1
2011,Virginia,Central,Southside,Brunswick,Cryptosporidiosis,17204,1,5.8
2011,Virginia,Central,Southside,Brunswick,"Hepatitis B, chronic",17204,3,17.4
2011,Virginia,Central,Southside,Brunswick,"Hepatitis C, chronic",17204,59,342.9
2011,Virginia,Central,Southside,Brunswick,"Lead, elevated levels",17204,3,17.4
2011,Virginia,Central,Southside,Brunswick,Legionellosis,17204,1,5.8
2011,Virginia,Central,Southside,Brunswick,Mumps,17204,1,5.8
2011,Virginia,Central,Southside,Brunswick,Spotted Fever Rickettsiosis (including RMSF),17204,2,11.6
2011,Virginia,Central,Southside,Halifax,Campylobacteriosis,36056,5,13.9
2011,Virginia,Central,Southside,Halifax,Cryptosporidiosis,36056,1,2.8
2011,Virginia,Central,Southside,Halifax,Giardiasis,36056,1,2.8
2011,Virginia,Central,Southside,Halifax,"Hepatitis B, chronic",36056,3,8.3
2011,Virginia,Central,Southside,Halifax,"Hepatitis C, chronic",36056,42,116.5
2011,Virginia,Central,Southside,Halifax,Pertussis,36056,1,2.8
2011,Virginia,Central,Southside,Halifax,Salmonellosis,36056,13,36.1
2011,Virginia,Central,Southside,Halifax,Spotted Fever Rickettsiosis (including RMSF),36056,1,2.8
2011,Virginia,Central,Southside,Mecklenburg,Campylobacteriosis,32622,1,3.1
2011,Virginia,Central,Southside,Mecklenburg,"Hepatitis B, chronic",32622,6,18.4
2011,Virginia,Central,Southside,Mecklenburg,"Hepatitis C, chronic",32622,36,110.4
2011,Virginia,Central,Southside,Mecklenburg,"Lead, elevated levels",32622,5,15.3
2011,Virginia,Central,Southside,Mecklenburg,Legionellosis,32622,2,6.1
2011,Virginia,Central,Southside,Mecklenburg,Listeriosis,32622,1,3.1
2011,Virginia,Central,Southside,Mecklenburg,Lyme disease,32622,1,3.1
2011,Virginia,Central,Southside,Mecklenburg,Salmonellosis,32622,3,9.2
