Year,County,Condition,"Rate per 100,000"
2012,Chesterfield,Tuberculosis,1.5
2012,Chesterfield,Varicella (Chickenpox),5.9
2012,Chesterfield,West Nile infection,0.6
2012,Colonial Heights (city),Anaplasma/Ehrlichiosis,11.4
2012,Colonial Heights (city),Campylobacteriosis,5.7
2012,Colonial Heights (city),"Hepatitis B, chronic",11.4
2012,Colonial Heights (city),"Hepatitis C, chronic",57.2
2012,Colonial Heights (city),Legionellosis,5.7
2012,Colonial Heights (city),Lyme disease,5.7
2012,Colonial Heights (city),Salmonellosis,28.6
2012,Colonial Heights (city),Tuberculosis,5.7
2012,Colonial Heights (city),Varicella (Chickenpox),5.7
2012,Powhatan,Campylobacteriosis,14.2
2012,Powhatan,"Haemophilus influenzae, invasive",3.6
2012,Powhatan,"Hepatitis B, acute",7.1
2012,Powhatan,"Hepatitis B, chronic",14.2
2012,Powhatan,"Hepatitis C, chronic",405.4
2012,Powhatan,Legionellosis,3.6
2012,Powhatan,Lyme disease,7.1
2012,Powhatan,Pertussis,3.6
2012,Powhatan,Salmonellosis,7.1
2012,Powhatan,Spotted Fever Rickettsiosis (including RMSF),17.8
2012,Powhatan,"Streptococcus, Group A, invasive",3.6
2012,Powhatan,Varicella (Chickenpox),3.6
2012,Charles City,"Hepatitis C, chronic",41.9
2012,Charles City,Lyme disease,14.0
2012,Charles City,Salmonellosis,41.9
2012,Charles City,Spotted Fever Rickettsiosis (including RMSF),14.0
2012,Charles City,Tuberculosis,14.0
2012,Goochland,Cryptosporidiosis,4.7
2012,Goochland,Giardiasis,9.4
2012,Goochland,"Haemophilus influenzae, invasive",4.7
2012,Goochland,Hepatitis A,4.7
2012,Goochland,"Hepatitis C, chronic",135.9
2012,Goochland,Lyme disease,4.7
2012,Goochland,Pertussis,4.7
2012,Goochland,Salmonellosis,23.4
2012,Goochland,Spotted Fever Rickettsiosis (including RMSF),14.1
2012,Hanover,Anaplasma/Ehrlichiosis,1.0
2012,Hanover,Campylobacteriosis,16.9
2012,Hanover,"Escherichia coli infection, Shiga Toxin-Producing",1.0
2012,Hanover,Giardiasis,4.0
2012,Hanover,"Haemophilus influenzae, invasive",1.0
2012,Hanover,"Hepatitis B, acute",2.0
2012,Hanover,"Hepatitis B, chronic",15.9
2012,Hanover,"Hepatitis C, acute",2.0
2012,Hanover,"Hepatitis C, chronic",53.6
2012,Hanover,Legionellosis,2.0
2012,Hanover,Lyme disease,1.0
2012,Hanover,Salmonellosis,28.8
2012,Hanover,Spotted Fever Rickettsiosis (including RMSF),12.9
2012,Hanover,"Streptococcus, Group A, invasive",2.0
2012,Hanover,Tuberculosis,1.0
2012,Hanover,Varicella (Chickenpox),6.0
2012,Hanover,"Vibriosis, non-cholera",1.0
2012,New Kent,Campylobacteriosis,10.4
2012,New Kent,Giardiasis,10.4
2012,New Kent,"Hepatitis B, chronic",5.2
2012,New Kent,"Hepatitis C, chronic",166.9
2012,New Kent,Lyme disease,10.4
2012,New Kent,Pertussis,20.9
2012,New Kent,Salmonellosis,31.3
2012,New Kent,Shigellosis,5.2
2012,New Kent,Spotted Fever Rickettsiosis (including RMSF),26.1
2012,New Kent,"Vibriosis, non-cholera",5.2
2012,Dinwiddie,Anaplasma/Ehrlichiosis,3.6
2012,Dinwiddie,Campylobacteriosis,17.9
2012,Dinwiddie,Cryptosporidiosis,3.6
2012,Dinwiddie,"Escherichia coli infection, Shiga Toxin-Producing",3.6
2012,Dinwiddie,"Haemophilus influenzae, invasive",3.6
2012,Dinwiddie,"Hepatitis B, chronic",17.9
2012,Dinwiddie,"Hepatitis C, chronic",78.6
2012,Dinwiddie,"Lead, elevated levels",3.6
2012,Dinwiddie,Pertussis,3.6
2012,Dinwiddie,Salmonellosis,28.6
2012,Dinwiddie,Spotted Fever Rickettsiosis (including RMSF),28.6
2012,Emporia (city),Campylobacteriosis,17.4
2012,Emporia (city),"Hepatitis C, chronic",17.4
2012,Greensville,Campylobacteriosis,8.4
2012,Greensville,"Hepatitis B, chronic",25.3
2012,Greensville,"Hepatitis C, chronic",523.2
2012,Greensville,"Lead, elevated levels",16.9
2012,Greensville,Spotted Fever Rickettsiosis (including RMSF),16.9
2012,Hopewell (city),Campylobacteriosis,4.5
2012,Hopewell (city),Giardiasis,4.5
2012,Hopewell (city),"Hepatitis B, acute",4.5
2012,Hopewell (city),"Hepatitis B, chronic",13.4
2012,Hopewell (city),"Hepatitis C, chronic",147.7
2012,Hopewell (city),"Lead, elevated levels",8.9
2012,Hopewell (city),Pertussis,4.5
2012,Hopewell (city),Salmonellosis,22.4
2012,Hopewell (city),Shigellosis,4.5
2012,Hopewell (city),Spotted Fever Rickettsiosis (including RMSF),8.9
2012,Hopewell (city),Tuberculosis,4.5
2012,Hopewell (city),Varicella (Chickenpox),8.9
2012,Petersburg (city),Anaplasma/Ehrlichiosis,3.1
2012,Petersburg (city),Campylobacteriosis,6.3
2012,Petersburg (city),"Escherichia coli infection, Shiga Toxin-Producing",3.1
2012,Petersburg (city),"Hepatitis B, chronic",21.9
2012,Petersburg (city),"Hepatitis C, acute",3.1
2012,Petersburg (city),"Hepatitis C, chronic",140.7
2012,Petersburg (city),"Lead, elevated levels",21.9
2012,Petersburg (city),Malaria,3.1
2012,Petersburg (city),Salmonellosis,3.1
2012,Petersburg (city),Spotted Fever Rickettsiosis (including RMSF),3.1
2012,Petersburg (city),Varicella (Chickenpox),6.3
2012,Prince George,Anaplasma/Ehrlichiosis,5.4
2012,Prince George,Campylobacteriosis,2.7
2012,Prince George,Giardiasis,2.7
2012,Prince George,"Hepatitis B, chronic",10.8
2012,Prince George,"Hepatitis C, chronic",135.4
2012,Prince George,Lyme disease,8.1
2012,Prince George,Pertussis,8.1
2012,Prince George,Salmonellosis,24.4
2012,Prince George,Spotted Fever Rickettsiosis (including RMSF),5.4
2012,Surry,"Hepatitis C, chronic",58.4
2012,Surry,Lyme disease,14.6
2012,Sussex,Giardiasis,8.4
2012,Sussex,"Hepatitis B, chronic",8.4
2012,Sussex,"Hepatitis C, chronic",292.3
2012,Sussex,Salmonellosis,25.1
2012,Sussex,Spotted Fever Rickettsiosis (including RMSF),33.4
2012,Henrico,Anaplasma/Ehrlichiosis,1.9
2012,Henrico,Campylobacteriosis,7.0
2012,Henrico,Cryptosporidiosis,0.6
2012,Henrico,"Escherichia coli infection, Shiga Toxin-Producing",1.3
2012,Henrico,Giardiasis,1.6
2012,Henrico,"Haemophilus influenzae, invasive",1.6
2012,Henrico,"Hepatitis B, acute",2.2
2012,Henrico,"Hepatitis B, chronic",27.3
2012,Henrico,"Hepatitis C, acute",0.3
2012,Henrico,"Hepatitis C, chronic",79.7
2012,Henrico,"Lead, elevated levels",2.9
2012,Henrico,Legionellosis,1.3
2012,Henrico,Listeriosis,0.6
2012,Henrico,Lyme disease,4.8
2012,Henrico,Malaria,0.3
2012,Henrico,Pertussis,13.7
2012,Henrico,Salmonellosis,13.0
2012,Henrico,Shigellosis,2.5
2012,Henrico,Spotted Fever Rickettsiosis (including RMSF),6.7
2012,Henrico,"Streptococcus, Group A, invasive",3.8
2012,Henrico,Tuberculosis,2.5
2012,Henrico,Typhoid fever (Salmonella typhi),0.3
2012,Henrico,Varicella (Chickenpox),6.0
2012,Henrico,"Vibriosis, non-cholera",1.9
2012,Amelia,Anaplasma/Ehrlichiosis,7.8
2012,Amelia,Campylobacteriosis,15.7
2012,Amelia,Giardiasis,7.8
2012,Amelia,"Hepatitis B, chronic",7.8
2012,Amelia,"Hepatitis C, chronic",78.4
2012,Amelia,"Lead, elevated levels",7.8
2012,Amelia,Lyme disease,7.8
2012,Amelia,Spotted Fever Rickettsiosis (including RMSF),31.4
2012,Buckingham,Anaplasma/Ehrlichiosis,17.6
2012,Buckingham,Campylobacteriosis,5.9
2012,Buckingham,Giardiasis,5.9
2012,Buckingham,"Haemophilus influenzae, invasive",5.9
2012,Buckingham,"Hepatitis B, chronic",29.3
2012,Buckingham,"Hepatitis C, chronic",321.9
2012,Buckingham,"Lead, elevated levels",5.9
2012,Buckingham,Lyme disease,5.9
2012,Buckingham,Pertussis,17.6
2012,Buckingham,Salmonellosis,35.1
2012,Buckingham,Spotted Fever Rickettsiosis (including RMSF),29.3
2012,Buckingham,"Streptococcus, Group A, invasive",5.9
2012,Buckingham,"Toxic-shock syndrome, streptococcal",5.9
2012,Buckingham,Varicella (Chickenpox),11.7
2012,Charlotte,Campylobacteriosis,8.1
2012,Charlotte,Giardiasis,8.1
2012,Charlotte,"Hepatitis C, chronic",32.2
2012,Charlotte,Legionellosis,8.1
2012,Charlotte,Lyme disease,8.1
2012,Charlotte,Pertussis,32.2
2012,Charlotte,Salmonellosis,32.2
2012,Charlotte,Spotted Fever Rickettsiosis (including RMSF),56.4
2012,Charlotte,Varicella (Chickenpox),40.3
2012,Cumberland,Campylobacteriosis,20.3
2012,Cumberland,"Hepatitis B, chronic",10.2
2012,Cumberland,"Hepatitis C, chronic",81.2
2012,Cumberland,"Lead, elevated levels",10.2
2012,Cumberland,Salmonellosis,30.5
2012,Lunenburg,Anaplasma/Ehrlichiosis,15.9
2012,Lunenburg,Campylobacteriosis,15.9
2012,Lunenburg,"Hepatitis C, chronic",71.5
2012,Lunenburg,Spotted Fever Rickettsiosis (including RMSF),31.8
2012,Lunenburg,Varicella (Chickenpox),15.9
2012,Lunenburg,"Vibriosis, non-cholera",7.9
2012,Nottoway,Anaplasma/Ehrlichiosis,6.3
2012,Nottoway,Campylobacteriosis,6.3
2012,Nottoway,Cryptosporidiosis,12.6
2012,Nottoway,"Haemophilus influenzae, invasive",6.3
2012,Nottoway,Hepatitis A,6.3
2012,Nottoway,"Hepatitis C, chronic",189.5
2012,Nottoway,"Lead, elevated levels",6.3
2012,Nottoway,Lyme disease,19.0
2012,Nottoway,Salmonellosis,19.0
2012,Nottoway,Spotted Fever Rickettsiosis (including RMSF),50.5
2012,Nottoway,"Streptococcus, Group A, invasive",6.3
2012,Nottoway,Varicella (Chickenpox),12.6
2012,Nottoway,Yersiniosis,6.3
2012,Prince Edward,Anaplasma/Ehrlichiosis,8.6
2012,Prince Edward,Campylobacteriosis,21.5
2012,Prince Edward,Cryptosporidiosis,8.6
2012,Prince Edward,"Haemophilus influenzae, invasive",4.3
2012,Prince Edward,"Hepatitis B, chronic",4.3
2012,Prince Edward,"Hepatitis C, chronic",55.9
2012,Prince Edward,Lyme disease,4.3
2012,Prince Edward,Pertussis,8.6
2012,Prince Edward,Salmonellosis,30.1
2012,Prince Edward,Shigellosis,4.3
2012,Prince Edward,Spotted Fever Rickettsiosis (including RMSF),17.2
2012,Prince Edward,"Streptococcus, Group A, invasive",12.9
2012,Prince Edward,Tuberculosis,21.5
2012,Prince Edward,Varicella (Chickenpox),12.9
2012,Richmond (city),Anaplasma/Ehrlichiosis,1.0
2012,Richmond (city),Campylobacteriosis,6.7
2012,Richmond (city),Cryptosporidiosis,1.0
2012,Richmond (city),"Escherichia coli infection, Shiga Toxin-Producing",1.0
2012,Richmond (city),Giardiasis,2.9
2012,Richmond (city),"Haemophilus influenzae, invasive",1.9
2012,Richmond (city),Hepatitis A,1.0
2012,Richmond (city),"Hepatitis B, acute",2.9
2012,Richmond (city),"Hepatitis B, chronic",27.6
2012,Richmond (city),"Hepatitis C, chronic",166.4
2012,Richmond (city),"Lead, elevated levels",15.7
2012,Richmond (city),Legionellosis,1.0
2012,Richmond (city),Malaria,0.5
2012,Richmond (city),Pertussis,4.3
2012,Richmond (city),Salmonellosis,5.7
2012,Richmond (city),Shigellosis,0.5
2012,Richmond (city),Spotted Fever Rickettsiosis (including RMSF),0.5
2012,Richmond (city),"Streptococcus, Group A, invasive",3.3
2012,Richmond (city),Tuberculosis,3.3
2012,Richmond (city),Varicella (Chickenpox),1.0
2012,Richmond (city),"Vibriosis, non-cholera",1.0
2012,Richmond (city),Yersiniosis,0.5
2012,Brunswick,Anaplasma/Ehrlichiosis,5.9
2012,Brunswick,Campylobacteriosis,29.4
2012,Brunswick,"Hepatitis B, chronic",11.8
2012,Brunswick,"Hepatitis C, chronic",535.0
2012,Brunswick,Legionellosis,5.9
2012,Brunswick,Lyme disease,5.9
2012,Brunswick,Salmonellosis,17.6
2012,Brunswick,Spotted Fever Rickettsiosis (including RMSF),17.6
2012,Brunswick,Varicella (Chickenpox),5.9
2012,Halifax,Campylobacteriosis,19.5
2012,Halifax,Giardiasis,2.8
2012,Halifax,"Haemophilus influenzae, invasive",2.8
2012,Halifax,Hepatitis A,2.8
2012,Halifax,"Hepatitis B, chronic",11.2
2012,Halifax,"Hepatitis C, acute",2.8
2012,Halifax,"Hepatitis C, chronic",106.0
2012,Halifax,"Lead, elevated levels",5.6
2012,Halifax,Legionellosis,2.8
2012,Halifax,Pertussis,2.8
2012,Halifax,Salmonellosis,30.7
2012,Halifax,Spotted Fever Rickettsiosis (including RMSF),8.4
2012,Halifax,"Streptococcus, Group A, invasive",2.8
2012,Halifax,Tuberculosis,2.8
2012,Mecklenburg,Anaplasma/Ehrlichiosis,6.3
2012,Mecklenburg,Campylobacteriosis,9.4
2012,Mecklenburg,"Haemophilus influenzae, invasive",3.1
2012,Mecklenburg,Hepatitis A,3.1
2012,Mecklenburg,"Hepatitis B, chronic",12.6
2012,Mecklenburg,"Hepatitis C, chronic",119.7
2012,Mecklenburg,"Lead, elevated levels",3.1
2012,Mecklenburg,Legionellosis,3.1
2012,Mecklenburg,Pertussis,3.1
2012,Mecklenburg,Salmonellosis,12.6
2012,Mecklenburg,Spotted Fever Rickettsiosis (including RMSF),25.2
2012,Mecklenburg,"Toxic-shock syndrome, streptococcal",6.3
2012,Mecklenburg,Varicella (Chickenpox),3.1
2012,Chesapeake (city),Amebiasis,0.4
2012,Chesapeake (city),Anaplasma/Ehrlichiosis,0.4
2012,Chesapeake (city),Campylobacteriosis,4.8
2012,Chesapeake (city),Cryptosporidiosis,1.8
2012,Chesapeake (city),"Escherichia coli infection, Shiga Toxin-Producing",0.9
2012,Chesapeake (city),Giardiasis,2.2
2012,Chesapeake (city),"Haemophilus influenzae, invasive",1.8
2012,Chesapeake (city),"Hepatitis B, acute",1.3
2012,Chesapeake (city),"Hepatitis B, chronic",16.2
2012,Chesapeake (city),"Hepatitis C, acute",0.4
2012,Chesapeake (city),"Hepatitis C, chronic",52.5
2012,Chesapeake (city),"Lead, elevated levels",0.4
2012,Chesapeake (city),Legionellosis,1.8
2012,Chesapeake (city),Lyme disease,2.6
2012,Chesapeake (city),Pertussis,8.3
2012,Chesapeake (city),Salmonellosis,16.2
2012,Chesapeake (city),Shigellosis,1.3
2012,Chesapeake (city),Spotted Fever Rickettsiosis (including RMSF),2.2
2012,Chesapeake (city),"Streptococcus, Group A, invasive",2.2
2012,Chesapeake (city),Tuberculosis,0.9
2012,Chesapeake (city),Tularemia,0.9
2012,Chesapeake (city),Varicella (Chickenpox),6.1
2012,Chesapeake (city),"Vibriosis, non-cholera",0.9
2012,Chesapeake (city),West Nile infection,0.4
2012,Chesapeake (city),Yersiniosis,0.4
2012,Accomack,Anaplasma/Ehrlichiosis,6.0
2012,Accomack,Campylobacteriosis,27.0
2012,Accomack,Giardiasis,3.0
2012,Accomack,"Hepatitis B, acute",3.0
2012,Accomack,"Hepatitis B, chronic",15.0
2012,Accomack,"Hepatitis C, chronic",108.0
2012,Accomack,"Lead, elevated levels",6.0
2012,Accomack,Lyme disease,21.0
2012,Accomack,Pertussis,9.0
2012,Accomack,Salmonellosis,81.0
2012,Accomack,Shigellosis,3.0
2012,Accomack,Spotted Fever Rickettsiosis (including RMSF),12.0
2012,Accomack,Varicella (Chickenpox),6.0
2012,Northampton,Campylobacteriosis,16.4
2012,Northampton,"Hepatitis B, acute",8.2
2012,Northampton,"Hepatitis B, chronic",8.2
2012,Northampton,"Hepatitis C, chronic",139.0
2012,Northampton,"Lead, elevated levels",8.2
2012,Northampton,Listeriosis,8.2
2012,Northampton,Lyme disease,16.4
2012,Northampton,Salmonellosis,73.6
2012,Northampton,Spotted Fever Rickettsiosis (including RMSF),32.7
2012,Northampton,Tuberculosis,16.4
2012,Northampton,Varicella (Chickenpox),8.2
2012,Northampton,"Vibriosis, non-cholera",8.2
2012,Hampton (city),Amebiasis,0.7
2012,Hampton (city),Anaplasma/Ehrlichiosis,0.7
2012,Hampton (city),Campylobacteriosis,4.4
2012,Hampton (city),Cryptosporidiosis,0.7
2012,Hampton (city),"Escherichia coli infection, Shiga Toxin-Producing",1.5
2012,Hampton (city),Giardiasis,3.7
2012,Hampton (city),"Haemophilus influenzae, invasive",0.7
2012,Hampton (city),"Hepatitis B, acute",1.5
2012,Hampton (city),"Hepatitis B, chronic",23.4
2012,Hampton (city),"Hepatitis C, acute",0.7
2012,Hampton (city),"Hepatitis C, chronic",95.7
2012,Hampton (city),"Lead, elevated levels",0.7
2012,Hampton (city),Legionellosis,1.5
2012,Hampton (city),Lyme disease,1.5
2012,Hampton (city),Pertussis,1.5
2012,Hampton (city),Salmonellosis,5.8
2012,Hampton (city),Shigellosis,3.7
2012,Hampton (city),Spotted Fever Rickettsiosis (including RMSF),0.7
2012,Hampton (city),"Streptococcus, Group A, invasive",2.2
2012,Hampton (city),Tuberculosis,2.9
2012,Hampton (city),Varicella (Chickenpox),7.3
2012,Hampton (city),West Nile infection,0.7
2012,Norfolk (city),Anaplasma/Ehrlichiosis,0.4
2012,Norfolk (city),Campylobacteriosis,4.1
2012,Norfolk (city),Cryptosporidiosis,0.4
2012,Norfolk (city),Dengue,0.4
2012,Norfolk (city),Giardiasis,2.4
2012,Norfolk (city),"Haemophilus influenzae, invasive",1.6
2012,Norfolk (city),"Hepatitis B, acute",0.4
2012,Norfolk (city),"Hepatitis B, chronic",21.2
2012,Norfolk (city),"Hepatitis C, acute",1.2
2012,Norfolk (city),"Hepatitis C, chronic",85.8
2012,Norfolk (city),"Lead, elevated levels",5.7
2012,Norfolk (city),Legionellosis,1.2
2012,Norfolk (city),Lyme disease,0.4
2012,Norfolk (city),Malaria,0.4
2012,Norfolk (city),Mumps,0.4
2012,Norfolk (city),Pertussis,5.3
2012,Norfolk (city),Salmonellosis,9.8
2012,Norfolk (city),Shigellosis,1.6
2012,Norfolk (city),Spotted Fever Rickettsiosis (including RMSF),0.4
2012,Norfolk (city),"Streptococcus, Group A, invasive",2.8
2012,Norfolk (city),"Toxic-shock syndrome, streptococcal",0.4
2012,Norfolk (city),Tuberculosis,2.8
2012,Norfolk (city),Varicella (Chickenpox),2.4
2012,Norfolk (city),"Vibriosis, non-cholera",1.2
2012,Norfolk (city),West Nile infection,0.4
2012,James City,Anaplasma/Ehrlichiosis,1.4
2012,James City,Campylobacteriosis,5.8
2012,James City,Giardiasis,1.4
2012,James City,"Haemophilus influenzae, invasive",1.4
2012,James City,"Hepatitis B, chronic",1.4
2012,James City,"Hepatitis C, chronic",15.9
2012,James City,Lyme disease,2.9
2012,James City,Pertussis,14.5
2012,James City,Salmonellosis,8.7
2012,James City,Spotted Fever Rickettsiosis (including RMSF),2.9
2012,James City,"Streptococcus, Group A, invasive",1.4
2012,Newport News (city),Anaplasma/Ehrlichiosis,0.6
2012,Newport News (city),Campylobacteriosis,2.8
2012,Newport News (city),Cryptosporidiosis,8.3
2012,Newport News (city),Giardiasis,2.2
2012,Newport News (city),"Hepatitis B, chronic",18.3
2012,Newport News (city),"Hepatitis C, chronic",109.0
2012,Newport News (city),"Lead, elevated levels",2.2
2012,Newport News (city),Legionellosis,0.6
2012,Newport News (city),Lyme disease,3.3
2012,Newport News (city),Meningococcal disease,0.6
2012,Newport News (city),Mumps,0.6
2012,Newport News (city),Pertussis,6.1
2012,Newport News (city),Salmonellosis,18.3
2012,Newport News (city),Shigellosis,0.6
2012,Newport News (city),Spotted Fever Rickettsiosis (including RMSF),1.1
2012,Newport News (city),"Streptococcus, Group A, invasive",1.1
2012,Newport News (city),Tuberculosis,2.8
2012,Newport News (city),Varicella (Chickenpox),5.0
2012,Newport News (city),"Vibriosis, non-cholera",0.6
2012,Newport News (city),West Nile infection,0.6
2012,Poquoson (city),Campylobacteriosis,8.3
2012,Poquoson (city),Cryptosporidiosis,8.3
2012,Poquoson (city),"Hepatitis B, chronic",8.3
2012,Poquoson (city),"Hepatitis C, chronic",24.8
2012,Poquoson (city),Salmonellosis,16.5
2012,Poquoson (city),Spotted Fever Rickettsiosis (including RMSF),8.3
2012,Poquoson (city),Varicella (Chickenpox),16.5
2012,Poquoson (city),"Vibriosis, non-cholera",8.3
2012,Williamsburg (city),Anaplasma/Ehrlichiosis,19.8
2012,Williamsburg (city),Campylobacteriosis,52.7
2012,Williamsburg (city),Cryptosporidiosis,33.0
2012,Williamsburg (city),Giardiasis,13.2
2012,Williamsburg (city),"Hepatitis B, acute",6.6
2012,Williamsburg (city),"Hepatitis C, chronic",230.8
2012,Williamsburg (city),Lyme disease,46.2
2012,Williamsburg (city),Pertussis,19.8
2012,Williamsburg (city),Salmonellosis,158.2
2012,Williamsburg (city),Spotted Fever Rickettsiosis (including RMSF),52.7
2012,Williamsburg (city),Varicella (Chickenpox),13.2
2012,Williamsburg (city),"Vibriosis, non-cholera",6.6
2012,York,Amebiasis,1.5
2012,York,Anaplasma/Ehrlichiosis,1.5
2012,York,Campylobacteriosis,9.1
2012,York,Cryptosporidiosis,7.6
2012,York,Giardiasis,3.0
2012,York,"Haemophilus influenzae, invasive",3.0
2012,York,"Hepatitis B, chronic",10.6
2012,York,"Hepatitis C, chronic",40.8
2012,York,Legionellosis,1.5
2012,York,Lyme disease,3.0
2012,York,Pertussis,12.1
2012,York,Salmonellosis,16.6
2012,York,Spotted Fever Rickettsiosis (including RMSF),6.0
2012,Portsmouth (city),Campylobacteriosis,4.1
2012,Portsmouth (city),Giardiasis,1.0
2012,Portsmouth (city),"Haemophilus influenzae, invasive",1.0
2012,Portsmouth (city),"Hepatitis B, acute",1.0
2012,Portsmouth (city),"Hepatitis B, chronic",18.7
2012,Portsmouth (city),"Hepatitis C, chronic",200.1
2012,Portsmouth (city),"Lead, elevated levels",5.2
2012,Portsmouth (city),Legionellosis,2.1
2012,Portsmouth (city),Pertussis,5.2
2012,Portsmouth (city),Salmonellosis,6.2
2012,Portsmouth (city),Spotted Fever Rickettsiosis (including RMSF),1.0
2012,Portsmouth (city),"Streptococcus, Group A, invasive",3.1
2012,Portsmouth (city),Tuberculosis,1.0
2012,Portsmouth (city),Varicella (Chickenpox),5.2
2012,Portsmouth (city),West Nile infection,1.0
2012,Essex,Campylobacteriosis,8.9
2012,Essex,"Hepatitis C, chronic",35.6
2012,Essex,Lyme disease,8.9
2012,Essex,Salmonellosis,26.7
2012,Essex,Spotted Fever Rickettsiosis (including RMSF),53.4
2012,Gloucester,"Hepatitis B, chronic",5.4
2012,Gloucester,"Hepatitis C, chronic",43.4
2012,Gloucester,"Lead, elevated levels",2.7
2012,Gloucester,Lyme disease,2.7
2012,Gloucester,Pertussis,27.1
2012,Gloucester,Salmonellosis,16.3
2012,Gloucester,Spotted Fever Rickettsiosis (including RMSF),2.7
2012,Gloucester,"Vibriosis, non-cholera",2.7
2012,King and Queen,Anaplasma/Ehrlichiosis,14.2
2012,King and Queen,Campylobacteriosis,14.2
2012,King and Queen,"Hepatitis C, chronic",28.4
2012,King and Queen,Lyme disease,14.2
2012,King and Queen,Salmonellosis,28.4
2012,King and Queen,Spotted Fever Rickettsiosis (including RMSF),28.4
2012,King and Queen,Varicella (Chickenpox),28.4
2012,King William,Campylobacteriosis,6.3
2012,King William,"Haemophilus influenzae, invasive",6.3
2012,King William,"Hepatitis B, acute",6.3
2012,King William,"Hepatitis B, chronic",18.8
2012,King William,"Hepatitis C, chronic",43.8
2012,King William,Lyme disease,6.3
2012,King William,Salmonellosis,25.0
2012,King William,Spotted Fever Rickettsiosis (including RMSF),18.8
2012,King William,Varicella (Chickenpox),6.3
2012,King William,"Vibriosis, non-cholera",6.3
2012,Lancaster,Amebiasis,8.9
2012,Lancaster,Campylobacteriosis,17.8
2012,Lancaster,"Hepatitis C, chronic",44.5
2012,Lancaster,"Lead, elevated levels",8.9
2012,Mathews,"Hepatitis C, chronic",22.5
2012,Mathews,Pertussis,11.3
2012,Mathews,Spotted Fever Rickettsiosis (including RMSF),11.3
2012,Middlesex,Anaplasma/Ehrlichiosis,9.2
2012,Middlesex,Campylobacteriosis,9.2
2012,Middlesex,"Escherichia coli infection, Shiga Toxin-Producing",9.2
2012,Middlesex,"Hepatitis C, chronic",46.2
2012,Middlesex,Pertussis,9.2
2012,Middlesex,Salmonellosis,27.7
2012,Middlesex,Spotted Fever Rickettsiosis (including RMSF),9.2
2012,Middlesex,"Vibriosis, non-cholera",9.2
2012,Northumberland,Campylobacteriosis,8.1
2012,Northumberland,"Hepatitis C, chronic",72.9
2012,Northumberland,"Lead, elevated levels",16.2
2012,Northumberland,Lyme disease,8.1
2012,Northumberland,Salmonellosis,24.3
2012,Northumberland,Spotted Fever Rickettsiosis (including RMSF),8.1
2012,Northumberland,Tuberculosis,8.1
2012,Richmond,Anaplasma/Ehrlichiosis,11.0
2012,Richmond,Giardiasis,11.0
2012,Richmond,"Hepatitis B, chronic",11.0
2012,Richmond,"Hepatitis C, chronic",231.8
2012,Richmond,Spotted Fever Rickettsiosis (including RMSF),11.0
2012,Westmoreland,Campylobacteriosis,5.7
2012,Westmoreland,Giardiasis,5.7
2012,Westmoreland,"Hepatitis B, chronic",17.1
2012,Westmoreland,"Hepatitis C, chronic",34.2
2012,Westmoreland,"Lead, elevated levels",5.7
2012,Westmoreland,Pertussis,11.4
2012,Westmoreland,Salmonellosis,17.1
2012,Virginia Beach (city),Anaplasma/Ehrlichiosis,0.4
2012,Virginia Beach (city),Campylobacteriosis,8.9
2012,Virginia Beach (city),Dengue,0.4
2012,Virginia Beach (city),Giardiasis,3.1
2012,Virginia Beach (city),"Haemophilus influenzae, invasive",0.4
2012,Virginia Beach (city),Hepatitis A,0.2
2012,Virginia Beach (city),"Hepatitis B, chronic",17.2
2012,Virginia Beach (city),"Hepatitis C, chronic",83.2
2012,Virginia Beach (city),"Lead, elevated levels",1.3
2012,Virginia Beach (city),Legionellosis,0.7
2012,Virginia Beach (city),Listeriosis,0.2
2012,Virginia Beach (city),Lyme disease,2.0
2012,Virginia Beach (city),Malaria,0.4
2012,Virginia Beach (city),Pertussis,7.6
2012,Virginia Beach (city),Salmonellosis,13.6
2012,Virginia Beach (city),Shigellosis,0.9
2012,Virginia Beach (city),Spotted Fever Rickettsiosis (including RMSF),0.4
2012,Virginia Beach (city),"Streptococcus, Group A, invasive",1.6
2012,Virginia Beach (city),Tuberculosis,1.8
2012,Virginia Beach (city),Varicella (Chickenpox),2.7
2012,Virginia Beach (city),"Vibriosis, non-cholera",0.4
2012,Franklin (city),"Hepatitis B, chronic",35.2
2012,Franklin (city),"Hepatitis C, chronic",129.0
2012,Franklin (city),"Lead, elevated levels",11.7
2012,Franklin (city),Pertussis,23.5
2012,Franklin (city),Salmonellosis,58.6
2012,Franklin (city),Shigellosis,11.7
2012,Franklin (city),"Vibriosis, non-cholera",11.7
2012,Isle of Wight,Campylobacteriosis,5.6
2012,Isle of Wight,Cryptosporidiosis,5.6
2012,Isle of Wight,Giardiasis,8.5
2012,Isle of Wight,"Haemophilus influenzae, invasive",5.6
2012,Isle of Wight,"Hepatitis B, chronic",16.9
2012,Isle of Wight,"Hepatitis C, chronic",39.5
2012,Isle of Wight,"Lead, elevated levels",2.8
2012,Isle of Wight,Listeriosis,2.8
2012,Isle of Wight,Pertussis,11.3
2012,Isle of Wight,Salmonellosis,19.8
2012,Isle of Wight,Spotted Fever Rickettsiosis (including RMSF),2.8
2012,Southampton,Campylobacteriosis,5.4
2012,Southampton,Giardiasis,5.4
2012,Southampton,"Hepatitis C, chronic",108.6
